difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.584,0.347,57,personal,home,10:45,-3.25,0.0
0.416,0.662,120,study,home,,-1,133.3
0.487,0.068,149,social,cafe,,-1,151.0
0.357,0.315,148,social,cafe,11:30,-10.5,0.0
0.543,0.926,28,health,gym,22:00,5.0,60.5
0.265,0.648,40,errand,outdoor,,-1,54.6
0.411,0.975,31,health,gym,,-1,61.8
0.0,0.687,44,errand,outdoor,,-1,55.0
0.39,0.343,126,social,home,,-1,126.2
0.445,0.0,74,personal,store,15:30,2.5,66.1
0.9,0.0,22,personal,home,19:15,12.25,25.5
0.427,0.354,35,work,office,,-1,56.3
0.199,0.332,51,personal,store,,-1,52.8
0.478,1.0,39,health,outdoor,12:30,-2.5,0.0
0.493,0.218,104,social,cafe,,-1,124.9
0.383,0.577,62,work,cafe,16:15,-3.75,0.0
0.464,0.134,155,social,home,,-1,165.4
0.828,0.28,72,study,office,,-1,107.9
0.603,0.667,45,study,home,,-1,49.6
0.131,0.176,39,personal,cafe,23:18,13.3,39.5
0.747,0.598,73,study,home,,-1,87.1
0.637,0.614,36,health,home,20:18,-0.7,0.0
0.904,0.815,25,health,outdoor,,-1,68.6
0.318,0.673,144,social,home,,-1,139.7
0.036,0.762,14,errand,store,,-1,20.9
0.647,0.134,72,social,outdoor,15:18,8.3,90.2
0.171,0.486,19,errand,home,,-1,12.6
0.141,0.05,66,personal,cafe,10:00,-1.0,52.2
0.481,0.172,21,personal,store,14:15,3.25,24.4
0.536,0.656,27,personal,cafe,20:30,13.5,35.0
0.233,0.163,38,personal,home,,-1,31.9
0.532,1.0,44,health,home,20:30,-0.5,0.0
0.251,0.225,44,errand,store,,-1,46.0
0.505,0.716,52,personal,store,,-1,60.1
0.292,0.674,30,study,home,10:00,-7.0,0.0
0.277,0.454,45,study,home,17:45,-3.25,0.0
0.668,0.495,90,work,cafe,21:00,11.0,115.7
0.178,0.652,45,study,home,08:15,1.25,37.7
0.358,0.719,77,personal,store,,-1,72.2
0.323,0.415,15,errand,store,08:18,2.3,25.9
0.437,0.521,93,study,cafe,19:00,-1.0,106.4
0.521,0.41,114,work,home,09:30,-7.5,0.0
0.562,0.453,67,study,cafe,08:18,-2.7,0.0
0.448,0.186,60,social,cafe,,-1,70.1
0.376,0.367,60,social,cafe,16:30,2.5,70.8
0.616,0.537,37,work,office,,-1,55.5
0.424,0.349,49,personal,cafe,18:00,11.0,54.7
1.0,0.716,22,health,gym,12:18,-2.7,0.0
0.808,0.415,72,work,cafe,,-1,100.6
0.792,0.91,42,health,outdoor,10:18,-10.7,0.0
0.489,0.412,116,study,cafe,,-1,127.6
0.809,0.69,114,work,home,12:15,-9.75,0.0
0.48,0.381,64,personal,cafe,19:30,-0.5,0.0
0.377,0.517,85,study,cafe,16:18,2.3,92.6
0.731,0.724,92,study,office,12:30,1.5,114.6
0.115,0.389,20,personal,store,22:18,0.3,22.0
0.493,0.737,70,study,office,,-1,96.1
0.183,0.572,117,study,office,,-1,105.6
0.641,0.484,124,social,cafe,,-1,136.8
0.535,0.104,76,personal,home,,-1,56.0
0.346,0.168,82,social,home,21:15,6.25,74.5
0.539,0.186,49,personal,home,08:18,1.3,39.9
0.089,0.444,26,errand,home,,-1,21.7
0.461,0.233,119,work,home,22:00,1.0,90.2
0.539,0.648,58,personal,home,,-1,52.6
0.254,0.251,58,personal,store,10:00,-4.0,0.0
0.548,0.132,29,personal,store,,-1,32.8
0.421,0.411,32,health,home,,-1,38.4
0.1,0.536,69,personal,home,,-1,51.2
0.49,0.53,83,personal,cafe,,-1,80.5
0.316,0.899,25,health,gym,19:30,6.5,50.1
0.567,0.656,92,social,outdoor,,-1,119.7
0.141,0.722,11,errand,outdoor,,-1,34.5
0.289,0.583,30,errand,outdoor,,-1,53.2
0.381,0.563,78,work,home,,-1,88.5
0.826,0.679,54,work,office,,-1,86.7
0.522,0.229,39,work,cafe,,-1,48.4
0.669,0.652,77,personal,home,18:15,7.25,73.4
0.553,0.355,74,work,cafe,,-1,90.6
0.548,0.664,36,study,home,14:00,4.0,41.9
0.489,0.385,137,social,outdoor,,-1,170.8
0.113,0.786,45,errand,store,,-1,42.0
0.784,0.853,56,health,outdoor,23:45,6.75,108.9
0.766,0.822,54,health,gym,,-1,100.8
0.381,0.252,39,work,office,16:15,-1.75,0.0
0.234,0.459,11,errand,home,,-1,5.3
0.806,0.523,54,work,office,,-1,86.5
0.138,0.579,60,personal,store,16:30,2.5,56.3
0.675,0.541,100,social,home,,-1,109.5
0.465,0.357,75,study,office,,-1,87.1
0.604,0.996,21,health,gym,,-1,45.4
0.819,0.707,33,work,cafe,16:45,3.75,54.1
0.734,0.988,97,work,home,14:15,-6.75,0.0
0.152,0.71,94,social,cafe,22:15,6.25,97.1
0.604,0.749,107,work,home,,-1,122.3
0.745,0.784,71,study,cafe,,-1,94.6
0.465,0.41,50,work,office,,-1,71.9
0.296,0.443,34,personal,cafe,10:30,2.5,43.7
0.403,0.463,84,study,cafe,10:45,4.75,99.1
0.619,0.512,56,study,office,,-1,78.5
0.654,0.647,120,work,cafe,,-1,147.3
0.629,1.0,28,health,home,,-1,44.2
0.331,0.603,57,study,cafe,15:15,6.25,70.9
0.781,0.566,44,personal,store,08:00,-6.0,0.0
0.392,0.0,29,errand,outdoor,15:15,7.25,51.5
0.414,0.241,63,personal,home,,-1,50.0
0.604,0.0,17,errand,store,,-1,24.2
0.742,0.0,169,social,home,,-1,167.9
0.656,0.534,38,study,cafe,,-1,52.1
0.043,0.451,32,errand,outdoor,09:45,-1.25,0.0
0.371,0.153,25,personal,cafe,,-1,27.4
0.192,0.628,39,personal,home,,-1,31.9
0.464,0.052,82,social,cafe,10:45,0.75,58.5
0.0,0.417,89,personal,cafe,09:15,-12.75,0.0
0.469,0.444,37,study,home,,-1,35.4
0.72,0.613,82,study,home,10:18,-9.7,0.0
0.562,0.019,70,social,outdoor,16:45,1.75,86.4
0.808,0.476,79,work,home,,-1,98.3
0.007,0.62,40,study,office,12:15,4.25,45.9
0.482,0.281,36,personal,store,,-1,37.0
0.36,0.498,72,work,office,,-1,88.9
0.458,0.39,105,work,home,,-1,117.7
0.792,0.71,100,work,office,23:15,9.25,140.6
0.715,0.682,53,health,outdoor,,-1,98.7
0.0,0.305,45,errand,outdoor,,-1,58.0
0.442,0.416,66,personal,home,12:00,-2.0,0.0
0.427,0.164,44,personal,home,,-1,35.2
0.675,0.296,16,errand,outdoor,,-1,39.3
0.148,0.49,41,errand,outdoor,,-1,55.6
0.0,0.466,74,study,office,,-1,70.9
0.575,0.889,42,study,office,,-1,65.7
0.527,0.655,79,work,home,16:15,-0.75,0.0
0.129,0.173,33,personal,cafe,,-1,36.7
0.711,0.574,41,health,home,23:00,5.0,49.1
0.506,0.638,34,study,home,,-1,38.8
0.311,0.407,26,errand,store,18:18,12.3,31.7
0.659,0.536,75,study,cafe,23:18,2.3,95.7
0.744,0.167,95,study,home,,-1,105.4
0.593,0.75,108,work,office,,-1,130.5
0.452,0.31,72,personal,store,16:18,-1.7,0.0
0.819,0.617,23,health,gym,,-1,56.3
0.049,0.264,40,errand,store,14:45,-6.25,0.0
0.871,0.653,62,personal,cafe,09:30,-6.5,0.0
0.518,0.125,172,social,outdoor,09:30,-0.5,0.0
0.538,0.298,72,study,cafe,,-1,80.3
0.696,0.642,38,personal,home,,-1,37.8
0.159,0.619,65,personal,store,16:30,-1.5,0.0
0.718,0.554,48,study,home,23:18,12.3,54.7
0.743,0.26,21,personal,store,,-1,29.7
0.614,0.679,53,work,home,,-1,57.7
0.304,0.464,156,social,home,,-1,149.2
0.563,0.731,82,study,home,22:30,16.5,94.4
0.283,0.551,70,personal,cafe,20:45,11.75,64.8
0.618,0.958,51,health,gym,12:30,1.5,92.8
0.53,0.851,103,work,home,11:45,-9.25,0.0
0.541,0.325,25,personal,cafe,,-1,30.8
0.091,0.7,12,errand,store,13:00,0.0,0.0
0.675,0.293,48,personal,cafe,20:15,5.25,52.4
0.154,0.658,43,personal,store,12:00,-2.0,0.0
0.585,0.828,43,study,office,,-1,58.7
0.373,0.125,38,personal,home,15:30,-1.5,0.0
0.562,0.338,29,errand,home,14:15,2.25,24.4
0.426,0.41,40,work,home,23:18,8.3,45.3
0.311,0.677,37,health,gym,,-1,56.7
0.457,0.05,161,social,outdoor,,-1,167.9
0.3,0.109,118,social,cafe,,-1,107.9
0.72,0.171,82,personal,cafe,,-1,87.6
0.384,0.251,69,study,home,,-1,76.6
0.304,0.448,36,errand,outdoor,14:00,-2.0,0.0
0.264,0.304,117,study,home,,-1,120.0
0.4,0.399,74,personal,cafe,12:15,1.25,70.1
0.549,0.0,11,errand,home,,-1,3.4
0.282,0.844,27,health,home,,-1,27.5
0.166,0.814,27,errand,outdoor,,-1,53.4
0.513,0.827,117,work,office,,-1,157.5
0.364,0.996,64,study,cafe,,-1,85.4
0.675,0.897,51,health,outdoor,17:18,11.3,100.4
0.328,0.817,42,health,outdoor,20:18,9.3,74.2
0.566,0.793,81,study,cafe,,-1,99.5
0.696,0.624,109,work,office,21:45,14.75,156.5
0.686,0.655,45,health,home,21:30,6.5,58.7
0.343,0.521,32,work,home,18:45,7.75,30.8
0.619,0.464,54,health,gym,,-1,85.3
0.335,0.361,123,social,home,13:18,-4.7,0.0
1.0,0.254,32,work,home,,-1,50.0
0.57,0.31,44,personal,cafe,14:18,3.3,45.7
0.741,0.577,109,work,home,23:00,11.0,129.7
0.549,0.565,15,errand,store,20:30,2.5,23.3
0.395,0.854,112,work,office,,-1,147.4
0.734,0.519,56,personal,cafe,,-1,60.6
1.0,0.811,52,health,home,,-1,90.6
0.408,0.602,99,work,cafe,,-1,120.7
0.332,0.57,39,errand,home,,-1,34.6
0.488,0.777,43,errand,home,14:45,-3.25,0.0
0.592,0.416,75,social,cafe,20:30,7.5,89.4
0.334,0.128,112,social,home,10:18,4.3,93.9
0.71,0.344,108,work,home,08:30,-5.5,0.0
0.641,0.433,180,social,cafe,22:00,2.0,169.4
0.566,0.433,24,personal,cafe,,-1,28.0
0.447,0.438,113,work,cafe,,-1,138.3
0.255,0.424,26,personal,store,,-1,33.9
0.729,0.344,65,study,cafe,22:45,2.75,92.2
0.63,0.432,28,health,outdoor,18:30,9.5,56.5
0.195,0.612,51,personal,home,,-1,42.1
0.73,0.5,69,personal,home,,-1,71.8
0.028,0.151,18,personal,store,22:00,8.0,24.9
0.819,0.332,39,health,home,,-1,46.9
0.405,0.605,15,personal,store,,-1,24.9
0.413,0.558,36,study,office,,-1,47.9
0.517,0.101,60,personal,store,16:45,0.75,46.9
0.028,0.184,38,errand,store,16:45,-3.25,0.0
0.73,0.336,39,personal,store,17:15,10.25,44.0
1.0,0.44,56,work,home,18:30,12.5,84.0
0.435,0.305,40,work,home,09:45,1.75,43.3
0.389,0.528,160,social,cafe,,-1,175.5
0.489,0.086,75,social,home,,-1,68.3
0.389,0.241,84,personal,home,,-1,67.3
0.617,0.495,140,social,outdoor,,-1,162.7
0.68,0.762,45,health,home,,-1,62.5
0.369,0.864,31,errand,outdoor,09:30,-10.5,0.0
0.499,0.502,50,work,cafe,,-1,70.3
0.305,0.491,21,errand,store,,-1,27.3
0.255,0.0,39,personal,store,,-1,44.0
0.819,0.596,93,study,office,,-1,130.8
0.41,0.484,135,social,home,23:00,17.0,138.4
0.464,0.739,37,health,home,18:45,5.75,43.3
0.629,0.441,101,work,cafe,19:15,12.25,118.1
0.754,0.669,55,health,outdoor,17:18,7.3,93.3
0.411,0.536,118,study,office,21:00,9.0,134.6
0.416,0.698,74,work,home,,-1,81.1
0.423,0.46,45,errand,outdoor,11:18,-3.7,0.0
0.403,0.475,59,personal,cafe,,-1,65.1
0.502,0.132,50,personal,home,,-1,38.0
0.164,0.527,56,work,home,19:18,11.3,48.8
0.475,0.524,35,personal,store,11:00,0.0,0.0
0.532,0.426,103,social,outdoor,19:18,-2.7,0.0
0.227,0.439,47,personal,store,,-1,43.5
0.102,0.356,33,errand,store,,-1,32.5
0.764,0.545,31,personal,home,,-1,26.6
0.231,0.136,22,errand,home,,-1,18.2
0.409,0.604,42,errand,outdoor,08:30,-9.5,0.0
0.496,0.429,35,errand,store,17:00,10.0,43.9
0.351,0.714,26,errand,store,,-1,35.2
0.721,0.687,94,study,home,,-1,109.2
0.509,0.82,50,work,home,22:18,3.3,55.4
0.282,0.883,45,work,cafe,12:18,6.3,67.5
0.306,0.613,27,errand,store,10:15,-6.75,0.0
0.595,0.561,15,personal,store,,-1,22.1
0.553,0.402,39,work,home,08:00,-6.0,0.0
0.239,0.271,21,personal,home,,-1,12.7
0.569,0.474,109,study,home,09:15,2.25,122.6
0.418,0.114,129,social,cafe,,-1,119.2
0.198,0.47,24,errand,home,,-1,15.9
0.693,0.3,63,study,home,,-1,72.3
0.427,0.153,108,social,outdoor,15:15,1.25,118.1
0.276,0.373,89,personal,home,10:45,-7.25,0.0
0.114,0.538,39,errand,outdoor,11:18,-3.7,0.0
0.322,0.528,74,work,office,16:00,10.0,98.9
0.996,0.626,74,work,cafe,,-1,120.2
0.758,0.371,30,errand,store,22:30,11.5,40.4
0.316,0.682,54,work,home,,-1,59.9
0.609,0.07,18,errand,home,21:45,10.75,9.6
0.678,0.579,20,health,home,19:15,1.25,22.0
0.555,0.155,32,personal,store,,-1,31.7
0.671,0.66,96,work,office,,-1,131.6
0.388,0.74,10,errand,home,,-1,8.9
0.598,0.456,113,work,cafe,21:15,12.25,124.9
0.33,0.586,35,work,office,22:30,5.5,44.1
0.73,1.0,48,health,gym,20:45,1.75,99.3
0.551,0.58,45,health,home,,-1,49.9
0.455,0.471,58,health,gym,,-1,89.1
0.003,0.485,11,errand,store,16:18,8.3,13.3
0.454,0.191,57,personal,cafe,,-1,54.8
0.273,0.287,84,personal,cafe,,-1,84.4
0.548,0.297,99,study,home,,-1,102.3
0.171,0.445,23,personal,store,,-1,27.5
0.541,0.538,69,study,office,13:00,1.0,77.7
0.238,0.751,90,study,office,17:45,4.75,104.3
0.571,0.608,33,health,outdoor,23:18,16.3,64.1
0.107,0.609,44,errand,home,,-1,37.0
0.494,0.411,50,personal,home,,-1,43.7
0.284,0.956,64,work,office,,-1,86.9
0.574,0.43,40,work,home,,-1,45.4
0.431,0.249,63,personal,store,,-1,65.4
0.364,0.459,15,personal,home,,-1,17.7
0.231,0.17,74,personal,store,,-1,64.6
0.661,0.409,69,study,office,13:30,-5.5,0.0
0.603,0.406,48,personal,store,22:00,2.0,52.6
0.851,0.468,49,personal,home,12:18,-8.7,0.0
0.578,0.574,45,health,home,,-1,47.1
0.347,0.76,91,work,home,,-1,107.6
0.16,0.502,19,errand,home,15:15,0.25,16.2
0.731,0.721,30,work,cafe,21:15,7.25,48.0
0.466,0.282,157,social,cafe,,-1,157.4
0.408,0.644,91,work,cafe,,-1,106.4
0.0,0.263,38,errand,home,,-1,27.6
0.432,0.664,72,work,home,,-1,78.0
0.452,0.816,74,work,cafe,20:30,9.5,89.0
0.553,0.595,103,work,office,08:45,2.75,132.8
0.255,0.822,52,work,cafe,23:18,2.3,67.5
0.32,0.501,89,personal,home,08:00,-9.0,0.0
0.335,0.211,12,errand,home,20:18,11.3,12.2
0.671,1.0,39,health,gym,23:45,11.75,77.1
0.34,0.487,141,social,home,13:00,0.0,0.0
0.84,0.49,114,study,home,,-1,144.8
0.277,0.382,78,personal,home,10:18,-2.7,0.0
0.371,0.361,163,social,outdoor,08:30,-6.5,0.0
0.344,0.627,85,work,office,,-1,105.7
0.168,0.13,63,personal,cafe,,-1,52.9
0.455,0.89,22,health,gym,12:00,-5.0,0.0
0.557,0.399,77,study,office,11:00,-7.0,0.0
0.768,0.45,44,errand,outdoor,,-1,71.7
0.607,0.487,51,health,home,,-1,61.5
0.133,0.617,32,errand,home,19:45,2.75,25.9
0.752,0.561,42,work,cafe,,-1,59.8
0.69,0.615,114,study,cafe,,-1,141.2
0.64,0.861,24,health,gym,23:45,10.75,54.3
0.573,0.878,49,study,home,,-1,56.9
0.404,0.693,13,errand,home,22:45,8.75,6.5
0.343,0.425,114,social,outdoor,17:15,-3.75,0.0
0.256,0.702,96,social,outdoor,,-1,114.9
0.661,0.398,86,study,cafe,10:30,-11.5,0.0
0.77,0.377,54,work,home,22:15,2.25,72.0
0.41,0.376,110,social,home,19:15,10.25,111.2
0.28,0.652,42,errand,outdoor,15:15,0.25,0.0
0.651,0.642,40,study,home,,-1,42.5
0.577,0.479,41,work,office,13:18,-5.7,0.0
0.273,0.349,79,personal,cafe,,-1,83.3
0.0,0.865,60,health,gym,18:45,6.75,73.1
0.386,0.724,39,personal,home,,-1,29.1
0.678,0.574,52,study,office,18:18,-2.7,0.0
0.357,0.61,75,personal,store,09:15,-4.75,0.0
0.104,0.304,48,personal,cafe,15:15,-4.75,0.0
0.725,0.385,80,work,cafe,,-1,108.5
0.425,0.281,96,social,home,09:45,-5.25,0.0
0.381,0.173,52,personal,store,,-1,49.3
0.333,0.258,18,personal,store,22:15,12.25,24.6
0.747,0.676,83,work,cafe,,-1,116.3
0.604,0.896,32,work,cafe,,-1,50.2
0.453,0.565,24,personal,store,10:30,3.5,30.6
0.404,0.285,25,personal,store,09:30,-7.5,0.0
0.956,0.607,31,health,gym,17:18,2.3,66.1
0.178,0.282,11,errand,outdoor,12:45,-7.25,0.0
0.191,0.236,75,personal,store,21:15,8.25,73.1
0.315,0.389,72,personal,store,,-1,70.5
0.479,0.713,37,health,outdoor,,-1,70.0
0.703,0.608,54,work,office,,-1,80.0
0.658,0.909,73,work,office,13:30,-7.5,0.0
0.448,0.419,51,health,gym,13:30,-0.5,0.0
0.596,0.467,39,work,office,11:18,1.3,62.2
0.416,0.503,49,personal,home,20:30,14.5,41.9
0.272,0.375,84,study,cafe,12:45,-9.25,0.0
0.348,0.657,149,social,home,21:15,9.25,142.9
0.637,0.46,48,health,home,,-1,53.4
0.532,0.244,26,errand,outdoor,08:15,-7.75,0.0
0.596,0.67,65,personal,home,08:45,-2.25,0.0
0.428,0.955,95,work,office,,-1,129.3
0.614,0.522,68,work,cafe,23:00,12.0,91.4
0.045,0.538,88,personal,home,,-1,55.9
0.534,0.593,34,errand,home,10:15,-6.75,0.0
0.442,0.881,34,work,office,19:45,6.75,58.5
0.356,0.272,23,personal,cafe,,-1,32.8
0.441,0.401,84,social,outdoor,,-1,113.5
0.442,0.657,76,personal,home,13:15,-4.75,0.0
0.661,0.522,46,study,cafe,,-1,59.2
0.322,0.287,57,work,office,23:45,15.75,66.2
0.742,0.506,30,work,home,21:18,5.3,33.7
0.382,0.671,14,errand,store,18:15,3.25,25.1
0.67,0.732,115,study,office,13:15,1.25,128.3
0.402,0.602,67,personal,home,,-1,62.0
0.245,0.456,60,personal,store,,-1,59.5
0.681,0.096,42,work,office,,-1,55.5
0.348,0.307,42,errand,home,,-1,37.0
0.653,0.423,89,work,cafe,16:00,9.0,113.1
0.873,0.952,71,work,home,22:00,14.0,117.2
0.293,0.529,47,personal,store,,-1,48.4
0.561,0.482,112,work,office,21:15,9.25,142.8
0.656,0.42,120,work,cafe,,-1,156.8
0.631,0.381,64,personal,home,,-1,57.3
0.243,0.369,11,errand,home,,-1,6.1
0.498,0.615,33,study,cafe,15:00,2.0,43.5
0.611,0.263,44,study,cafe,09:45,-11.25,0.0
0.62,0.714,34,work,cafe,20:45,10.75,42.8
0.348,0.521,65,work,office,,-1,85.1
0.769,0.981,27,health,home,,-1,44.6
0.702,0.457,17,personal,store,,-1,28.3
0.747,0.392,88,study,home,14:00,6.0,107.9
0.411,0.657,52,personal,store,,-1,50.6
0.291,0.137,30,personal,store,12:45,-8.25,0.0
0.188,0.105,113,social,home,18:00,-3.0,0.0
0.857,0.585,49,work,home,09:30,-7.5,0.0
0.342,0.316,96,social,cafe,08:00,0.0,0.0
0.302,0.453,42,errand,store,15:15,6.25,49.5
0.554,0.786,100,study,office,16:00,-5.0,0.0
0.556,0.716,72,personal,store,,-1,74.0
0.722,0.69,111,study,home,,-1,127.9
0.741,0.324,55,work,cafe,,-1,71.4
0.464,0.766,57,work,cafe,,-1,80.6
0.392,0.376,131,social,home,,-1,133.9
0.66,0.627,94,work,cafe,23:15,4.25,118.3
0.613,0.527,31,work,home,,-1,36.3
0.407,0.5,81,study,home,20:30,4.5,87.4
0.195,0.653,50,personal,home,,-1,38.9
0.266,0.567,24,errand,store,,-1,33.0
0.737,0.219,91,social,home,,-1,101.1
0.588,0.571,116,work,office,,-1,142.9
0.112,0.141,88,personal,home,16:30,-2.5,0.0
0.333,0.193,28,personal,store,,-1,30.1
0.574,0.5,31,personal,store,,-1,40.4
0.87,0.184,35,personal,home,16:45,1.75,39.9
0.0,0.203,29,errand,home,20:18,9.3,22.2
0.267,0.742,13,errand,home,09:45,-5.25,0.0
0.26,0.389,88,social,home,21:30,10.5,75.9
0.0,0.217,32,errand,outdoor,21:45,7.75,43.8
0.321,0.473,55,health,home,,-1,54.9
0.453,0.583,108,work,home,11:18,-0.7,0.0
0.442,0.331,20,personal,home,08:15,-5.75,0.0
0.466,0.515,42,errand,outdoor,14:30,5.5,63.1
0.129,0.777,38,errand,home,17:00,11.0,33.7
0.537,0.28,76,work,office,15:18,-4.7,0.0
0.0,0.481,29,errand,home,,-1,12.4
0.872,0.706,97,work,home,,-1,143.1
0.741,0.638,96,work,home,,-1,114.0
0.831,0.43,50,study,home,,-1,62.0
0.326,0.307,58,personal,cafe,,-1,66.0
0.473,0.261,36,personal,cafe,,-1,40.2
0.226,0.207,55,personal,store,12:45,6.75,53.0
0.389,0.406,13,errand,home,23:45,8.75,14.6
0.16,0.4,113,social,home,17:00,1.0,69.0
0.697,0.733,89,work,office,,-1,121.1
0.305,0.411,85,personal,cafe,,-1,78.1
0.649,0.45,115,work,home,,-1,129.8
0.903,0.811,75,study,office,17:45,6.75,127.1
0.657,0.207,10,errand,outdoor,,-1,35.0
0.632,0.197,13,errand,store,18:30,5.5,25.2
0.633,0.733,26,health,home,15:00,6.0,34.5
0.671,0.352,62,social,home,18:18,2.3,69.0
0.14,0.637,30,errand,store,,-1,35.5
0.72,0.57,21,personal,home,,-1,25.2
0.457,0.612,112,work,office,,-1,133.8
0.593,0.591,159,social,outdoor,,-1,183.8
0.551,0.216,23,errand,home,,-1,22.8
0.463,0.79,35,personal,home,12:45,-2.25,0.0
0.654,0.195,123,social,cafe,,-1,127.0
0.192,0.63,116,study,home,08:18,-13.7,0.0
0.37,0.979,43,health,gym,19:00,-1.0,74.6
0.417,0.29,122,social,outdoor,19:45,13.75,145.0
0.44,0.465,157,social,cafe,16:30,1.5,114.0
0.498,0.477,25,personal,home,,-1,21.3
0.444,0.475,32,health,outdoor,10:30,-6.5,0.0
0.736,0.627,88,work,cafe,14:30,-0.5,0.0
0.887,0.353,35,personal,home,,-1,43.2
0.324,0.652,25,health,gym,,-1,46.4
0.423,0.983,44,health,gym,11:00,-10.0,0.0
0.568,0.497,74,study,office,16:00,-1.0,86.2
0.585,0.53,26,personal,cafe,23:30,15.5,31.3
0.876,0.842,54,study,home,09:30,-10.5,0.0
0.884,1.0,24,health,outdoor,,-1,71.0
0.837,0.666,86,study,home,,-1,103.8
0.448,0.622,97,study,cafe,,-1,119.5
0.583,0.609,87,study,home,,-1,98.2
0.614,0.653,73,work,cafe,,-1,98.9
0.137,0.197,22,errand,outdoor,,-1,38.7
0.588,0.781,17,personal,cafe,,-1,24.6
0.584,0.316,18,personal,store,,-1,28.7
0.388,0.543,97,study,office,,-1,124.5
0.318,0.538,53,health,gym,23:00,3.0,76.8
0.134,0.887,10,errand,outdoor,12:45,-8.25,0.0
0.39,0.596,99,work,home,,-1,107.6
0.51,0.842,42,errand,home,,-1,40.6
0.425,0.543,45,errand,store,13:45,7.75,50.2
0.605,0.314,40,errand,outdoor,14:45,5.75,54.5
0.47,0.727,105,work,home,,-1,122.4
0.192,0.469,21,personal,home,,-1,18.1
0.833,0.746,47,health,home,14:45,0.75,59.6
0.487,0.674,64,study,office,,-1,77.8
0.461,0.845,42,study,home,,-1,50.5
0.411,0.522,80,social,outdoor,,-1,100.1
0.3,0.709,28,personal,store,21:15,15.25,34.9
0.571,0.44,50,work,office,,-1,67.7
0.46,0.044,19,errand,home,,-1,20.0
0.337,0.405,37,errand,store,,-1,35.9
0.108,0.328,29,errand,home,,-1,18.6
0.187,0.566,86,work,cafe,,-1,93.6
0.762,0.343,84,work,office,10:00,4.0,120.9
0.813,0.837,99,work,home,,-1,139.6
0.94,0.562,68,study,cafe,,-1,107.7
0.482,0.58,31,work,office,,-1,49.5
0.408,0.052,145,social,outdoor,,-1,159.8
0.177,0.867,58,health,home,,-1,70.2
0.497,0.501,58,study,cafe,23:00,17.0,74.2
0.121,0.23,35,work,cafe,,-1,41.7
0.287,0.418,65,social,cafe,10:15,-0.75,0.0
0.519,0.404,80,work,cafe,12:30,0.5,0.0
0.904,0.814,36,health,outdoor,,-1,80.8
0.309,0.118,36,personal,cafe,,-1,37.8
0.246,0.721,105,work,cafe,15:15,1.25,99.5
0.367,0.555,22,health,outdoor,,-1,51.2
0.375,0.998,44,health,gym,,-1,76.9
0.677,0.391,67,work,home,22:00,9.0,76.8
0.595,0.872,39,work,home,,-1,53.0
0.596,0.566,30,errand,home,,-1,25.0
0.324,0.786,44,study,home,,-1,49.1
0.118,0.149,61,personal,cafe,,-1,48.0
0.802,0.485,92,work,office,23:18,11.3,138.5
0.116,0.422,56,study,cafe,,-1,55.9
0.288,0.52,57,health,home,,-1,62.9
0.212,0.464,86,personal,cafe,19:15,11.25,76.9
0.358,0.369,51,personal,cafe,,-1,46.9
0.02,0.756,16,errand,home,,-1,8.8
0.337,0.664,23,errand,store,,-1,25.9
0.583,0.549,78,work,home,16:15,-0.75,0.0
0.282,0.112,42,errand,outdoor,20:45,-1.25,0.0
0.242,0.459,39,study,cafe,,-1,41.9
0.781,0.316,22,health,home,,-1,30.0
0.232,0.267,37,errand,store,15:00,2.0,39.9
0.0,0.265,110,social,home,,-1,91.0
0.699,0.737,31,health,gym,,-1,64.1
0.58,0.724,45,health,outdoor,,-1,74.0
0.244,0.0,52,personal,cafe,10:15,-2.75,0.0
0.212,0.495,177,social,cafe,13:15,-1.75,0.0
0.116,0.499,23,personal,store,18:18,8.3,30.5
0.535,0.482,36,work,home,10:30,-4.5,0.0
0.26,0.547,117,social,outdoor,13:45,-8.25,0.0
0.572,0.756,66,study,office,09:30,1.5,86.8
0.651,0.393,67,personal,home,,-1,56.0
0.511,0.653,73,work,home,,-1,85.1
0.287,0.089,96,social,cafe,15:00,3.0,92.1
0.679,0.121,12,errand,outdoor,,-1,34.4
0.59,0.609,42,study,home,,-1,40.5
0.431,0.192,36,errand,outdoor,22:15,13.25,57.3
0.499,0.741,35,study,office,17:00,-4.0,0.0
1.0,0.298,40,study,office,,-1,73.3
0.321,0.769,11,errand,outdoor,14:30,8.5,34.1
0.449,0.595,109,study,cafe,,-1,125.8
0.859,0.846,97,study,cafe,17:00,11.0,140.3
0.362,0.612,57,personal,home,,-1,49.9
0.411,0.22,29,personal,home,,-1,21.3
0.143,0.34,19,errand,home,,-1,9.8
0.833,0.549,113,work,cafe,14:18,8.3,144.3
0.435,0.375,106,study,home,,-1,100.8
0.415,0.613,179,social,outdoor,11:18,-7.7,0.0
0.556,0.377,35,work,home,15:45,5.75,36.5
0.332,0.509,18,errand,home,21:18,9.3,14.5
0.358,0.688,107,work,cafe,19:18,0.3,0.0
0.262,0.551,27,errand,store,,-1,33.8
0.49,0.596,75,study,office,21:18,12.3,94.4
0.432,0.533,101,social,home,10:15,3.25,101.5
0.492,0.863,96,study,home,15:18,-4.7,0.0
0.714,0.184,124,social,home,,-1,139.0
0.545,0.311,59,personal,store,,-1,65.3
